,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
679,Matheus de Vargas\Matheus-de-Vargas,br BRA,MF,Fortaleza,22,1996,2,1,91,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
680,Rafael Vaz\Rafael-Vaz,br BRA,DF,Goiás,30,1988,32,30,2789,5,1,0,0,2,0,0.16,0.03,0.19,0.16,0.19,Matches
681,Mariano Vázquez\Mariano-Vazquez,ar ARG,MF,Fortaleza,26,1992,6,3,288,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
682,Raphael Veiga\Raphael-Veiga,br BRA,MF,Palmeiras,23,1995,19,8,773,3,1,1,1,1,0,0.35,0.12,0.47,0.23,0.35,Matches
683,Lucas Venuto\Lucas-Venuto,br BRA,FWMF,Santos,24,1995,4,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
684,Lucas Veríssimo\Lucas-Verissimo,br BRA,DF,Santos,23,1995,33,33,2885,2,1,0,0,11,2,0.06,0.03,0.09,0.06,0.09,Matches
685,Veron\Veron,br BRA,FW,Palmeiras,16,2002,3,0,70,2,1,0,0,0,0,2.57,1.29,3.86,2.57,3.86,Matches
686,Paulo Victor Vidotti\Paulo-Victor-Vidotti,br BRA,GK,Grêmio,32,1987,28,28,2520,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
687,Bruno Vieira\Bruno-Vieira,br BRA,DF,Internacional,33,1985,8,6,464,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
688,Luan Vieira\Luan-Vieira,br BRA,MF,Grêmio,25,1993,20,15,1318,4,6,0,0,0,0,0.27,0.41,0.68,0.27,0.68,Matches
689,Vinícius\Vinicius,br BRA,FW,Goiás,19,1999,5,0,54,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
690,Vinícius\Vinicius,br BRA,MF,Atlético Mineiro,27,1991,24,13,1231,2,2,0,0,4,1,0.15,0.15,0.29,0.15,0.29,Matches
691,Caio Vinícius\Caio-Vinicius,br BRA,MF,Fluminense,20,1999,1,0,21,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
692,Marcos Vinícius\Marcos-Vinicius,br BRA,MF,Botafogo (RJ),24,1994,5,1,107,1,0,0,0,0,0,0.84,0.00,0.84,0.84,0.84,Matches
693,Mateus Vital\Mateus-Vital,br BRA,MF,Corinthians,20,1998,31,21,1967,2,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
694,Vitinho\Vitinho,br BRA,MF,Flamengo,25,1993,25,12,1160,5,3,0,0,3,0,0.39,0.23,0.62,0.39,0.62,Matches
695,João Vitor\Joao-Vitor,br BRA,MF,CSA,30,1988,20,20,1700,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches
696,Felipe Vizeu\Felipe-Vizeu,br BRA,FW,Grêmio,21,1997,11,4,386,1,0,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
697,Vladimir\Vladimir,br BRA,GK,Avaí,29,1989,34,34,3015,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
698,Tiago Volpi\Tiago-Volpi,br BRA,GK,São Paulo,28,1990,37,37,3330,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
699,Walter\Walter,br BRA,GK,Corinthians,31,1987,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
700,Wanderson\Wanderson,br BRA,DF,Bahia,27,1991,7,5,486,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
701,Adílson Warken\Adilson-Warken,br BRA,MF,Atlético Mineiro,32,1987,5,4,364,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
702,Warley\Warley,br BRA,MFDF,CSA,19,1999,13,7,676,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
703,Welinton\Welinton,br BRA,FW,Cruzeiro,19,1999,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
704,José Welison\Jose-Welison,br BRA,MF,Atlético Mineiro,23,1995,18,14,1333,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
705,Wenderson\Wenderson,br BRA,MF,Botafogo (RJ),20,1998,4,2,165,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
706,Werley\Werley,br BRA,DF,Vasco da Gama,30,1988,8,7,669,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
707,Wescley\Wescley,br BRA,MF,Ceará,27,1991,15,3,416,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
708,Wesley\Wesley,br BRA,MF,Avaí,20,1998,10,7,514,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
709,Wéverton\Weverton,br BRA,GK,Palmeiras,31,1987,31,31,2790,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
710,Weverton\Weverton,br BRA,DF,Cruzeiro,19,1999,5,3,336,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
711,Willian\Willian,br BRA,MF,Palmeiras,32,1986,22,11,1133,4,1,0,0,3,1,0.32,0.08,0.40,0.32,0.40,Matches
712,Wilson\Wilson,br BRA,GK,Atlético Mineiro,35,1984,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
713,Cláudio Winck\Claudio-Winck,br BRA,DF,Vasco da Gama,24,1994,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
714,Samuel Xavier\Samuel-Xavier,br BRA,DF,Ceará,28,1990,33,33,2956,0,3,0,0,10,1,0.00,0.09,0.09,0.00,0.09,Matches
715,Yago\Yago,br BRA,MF,Goiás,23,1995,31,25,2220,2,2,0,0,5,1,0.08,0.08,0.16,0.08,0.16,Matches
716,Yago\Yago,br BRA,DF,Goiás,26,1992,13,13,1170,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
717,Yuri\Yuri,br BRA,DF,Botafogo (RJ),23,1996,17,11,1082,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
718,Zeca\Zeca,br BRA,DF,Internacional,24,1994,20,19,1700,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
