,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
793,Nahuel Tenaglia\Nahuel-Tenaglia,ar ARG,DF,Talleres,22,1996,11,8,737,0,1,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches
794,Carlos Tevez\Carlos-Tevez,ar ARG,MFFW,Boca Juniors,34,1984,21,13,1114,5,1,0,1,2,0,0.40,0.08,0.48,0.40,0.48,Matches
795,Mauricio Tévez\Mauricio-Tevez,ar ARG,FWMF,Defensa y Just,22,1996,5,3,190,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
796,Nicolás Thaller\Nicolas-Thaller,ar ARG,DF,Lanús,19,1998,9,6,560,1,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches
797,Hernán Tifner\Hernan-Tifner,ar ARG,MF,Gimnasia ELP,21,1996,3,1,110,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
798,Horacio Tijanovich\Horacio-Tijanovich,ar ARG,MFFW,Gimnasia ELP,22,1996,20,17,1506,2,3,0,0,4,0,0.12,0.18,0.30,0.12,0.30,Matches
799,Gastón Togni\Gaston-Togni,ar ARG,MFFW,Defensa y Just,20,1997,18,18,1486,3,1,0,0,3,0,0.18,0.06,0.24,0.18,0.24,Matches
800,Gustavo Toledo\Gustavo-Toledo,ar ARG,DF,Colón,28,1989,19,19,1710,0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
801,Hernán Toledo\Hernan-Toledo,ar ARG,MFFW,Argentinos Jun,22,1996,7,4,408,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
802,Javier Toledo\Javier-Toledo,ar ARG,FW,Tucumán,32,1986,15,4,578,0,1,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
803,Mauricio Toni\Mauricio-Toni,ar ARG,DF,Talleres,20,1998,2,2,130,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
804,Patricio Toranzo\Patricio-Toranzo,ar ARG,MF,CA Huracán,36,1982,12,6,614,1,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,Matches
805,Gustavo Torres\Gustavo-Torres,co COL,MF,San Lorenzo,22,1996,5,2,255,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
806,Joaquín Torres\Joaquin-Torres,ar ARG,MF,Newell's OB,21,1997,10,1,178,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
807,Marcelo Torres\Marcelo-Torres,ar ARG,FW,Banfield,20,1997,10,2,266,1,0,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
808,Sebastián Torrico\Sebastian-Torrico,ar ARG,GK,San Lorenzo,38,1980,5,4,378,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
809,Marco Torsiglieri\Marco-Torsiglieri,ar ARG,DF,Lanús,30,1988,20,20,1800,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
810,Julio César González Trinidad\Julio-Cesar-Gonzalez-Trinidad,py PAR,DF,Defensa y Just,26,1992,12,12,962,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
811,Nicolás Tripichio\Nicolas-Tripichio,ar ARG,DFMF,Defensa y Just,22,1996,12,10,876,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
812,Franco Troyansky\Franco-Troyansky,ar ARG,FW,CA Unión,21,1997,20,14,1290,4,1,0,0,2,0,0.28,0.07,0.35,0.28,0.35,Matches
813,Zé Turbo\Ze-Turbo,gw GNB,FW,Newell's OB,21,1996,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
814,Ezequiel Unsain\Ezequiel-Unsain,ar ARG,GK,Defensa y Just,23,1995,25,25,2250,0,1,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches
815,Anthony Uribe\Anthony-Uribe,ve VEN,FW,Belgrano,27,1990,2,0,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
816,Bruno Urribarri\Bruno-Urribarri,ar ARG,DF,Patronato,31,1986,13,11,1023,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
817,Agustín Urzi\Agustin-Urzi,ar ARG,MF,Banfield,18,2000,10,7,669,2,1,0,0,2,0,0.27,0.13,0.40,0.27,0.40,Matches
818,Mauro Valiente\Mauro-Valiente,ar ARG,FW,Talleres,18,2000,3,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
819,Diego Valoyes\Diego-Valoyes,co COL,FWMF,Talleres,21,1996,9,5,487,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
820,Joaquín Varela\Joaquin-Varela,ar ARG,DF,Godoy Cruz,21,1997,3,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
821,Jesús Vargas\Jesus-Vargas,ve VEN,MF,Gimnasia ELP,18,1999,3,2,128,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
822,Matías Vargas\Matias-Vargas,ar ARG,MFFW,Vélez Sarsf,20,1997,23,23,1978,5,4,1,2,2,1,0.23,0.18,0.41,0.18,0.36,Matches
823,Diego Vera\Diego-Vera,uy URU,FWMF,Tigre,33,1985,14,8,668,2,0,0,1,0,0,0.27,0.00,0.27,0.27,0.27,Matches
824,Fausto Vera\Fausto-Vera,ar ARG,MF,Argentinos Jun,18,2000,2,0,55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
825,Renzo Vera\Renzo-Vera,ar ARG,DF,Patronato,35,1983,17,15,1339,1,0,1,1,1,0,0.07,0.00,0.07,0.00,0.00,Matches
826,Santiago Vera\Santiago-Vera,ar ARG,MF,River Plate,19,1998,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
827,Agustín Verdugo\Agustin-Verdugo,ar ARG,DFMF,Godoy Cruz,20,1997,14,11,1051,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
828,Duván Vergara\Duvan-Vergara,co COL,MF,Rosario Cent,21,1996,5,1,179,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
829,Gastón Verón\Gaston-Veron,ar ARG,FW,Argentinos Jun,17,2001,11,5,576,1,0,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
830,Gonzalo Verón\Gonzalo-Veron,ar ARG,MFFW,Independiente,28,1989,7,6,469,0,2,0,1,0,0,0.00,0.38,0.38,0.00,0.38,Matches
831,Ezequiel Videla\Ezequiel-Videla,ar ARG,MF,Aldosivi,31,1987,5,3,254,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
832,Bruno Vides\Bruno-Vides,ar ARG,FW,Lanús,25,1993,2,0,36,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
833,Diego Viera\Diego-Viera,py PAR,DF,Godoy Cruz,27,1991,24,23,2123,1,0,1,1,1,0,0.04,0.00,0.04,0.00,0.00,Matches
834,Alex Vigo\Alex-Vigo,ar ARG,DF,Colón,19,1999,6,6,509,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
835,Sebastián Villa\Sebastian-Villa,co COL,MFFW,Boca Juniors,22,1996,17,10,893,3,2,0,0,2,0,0.30,0.20,0.50,0.30,0.50,Matches
836,Rodrigo Villagra\Rodrigo-Villagra,ar ARG,MF,Rosario Cent,,,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
837,Lucas Villalba\Lucas-Villalba,ar ARG,DF,Aldosivi,23,1994,23,23,2044,1,2,0,0,6,1,0.04,0.09,0.13,0.04,0.13,Matches
838,Gustavo Villarruel\Gustavo-Villarruel,ar ARG,MFFW,San Martín SJ,26,1992,13,9,805,1,2,0,0,0,0,0.11,0.22,0.34,0.11,0.34,Matches
839,Lucas Villarruel\Lucas-Villarruel,ar ARG,MF,Defensa y Just,27,1990,3,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
840,Valentín Viola\Valentin-Viola,ar ARG,FW,San Martin,26,1991,4,2,144,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
841,Julián Vitale\Julian-Vitale,ar ARG,MF,San Martin,23,1995,13,10,783,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
842,José Vivanco\Jose-Vivanco,ar ARG,DF,San Lorenzo,20,1998,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
843,Enzo Ybañez\Enzo-Ybanez,ar ARG,DFMF,Argentinos Jun,19,1998,8,7,622,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
844,Nahuel Yeri\Nahuel-Yeri,ar ARG,MFDF,Aldosivi,26,1991,20,17,1555,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
845,Diego Zabala\Diego-Zabala,uy URU,MF,CA Unión,26,1991,25,25,2190,6,4,0,0,3,0,0.25,0.16,0.41,0.25,0.41,Matches
846,Fernando Zampedri\Fernando-Zampedri,ar ARG,FW,Rosario Cent,30,1988,21,18,1592,4,0,0,0,4,0,0.23,0.00,0.23,0.23,0.23,Matches
847,Federico Zaracho\Federico-Zaracho,ar ARG,MF,Racing Club,20,1998,23,20,1684,3,3,0,0,5,1,0.16,0.16,0.32,0.16,0.32,Matches
848,Mauro Zárate\Mauro-Zarate,ar ARG,FWMF,Boca Juniors,31,1987,23,17,1503,6,7,1,1,3,0,0.36,0.42,0.78,0.30,0.72,Matches
849,Bruno Zuculini\Bruno-Zuculini,ar ARG,MF,River Plate,25,1993,14,12,1141,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
850,Franco Zuculini\Franco-Zuculini,ar ARG,MF,Colón,27,1990,15,10,909,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
851,Fernando Zuqui\Fernando-Zuqui,ar ARG,MF,Estudiantes,26,1991,13,13,953,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches
852,Fernando Zuqui\Fernando-Zuqui,ar ARG,MF,Colón,26,1991,10,9,829,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
853,Santiago Zurbriggen\Santiago-Zurbriggen,ar ARG,DF,CA Unión,28,1990,6,5,434,1,0,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
